country,year,indicator_id,indicator_name,indicator_value,subnational,remarks,source,source_url
Laos,2017,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",40.709,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2016,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",40.831,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2015,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",38.551,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2014,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",33.075,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2013,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",30.694,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2012,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",29.746,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2011,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",26.72,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2009,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",29.184,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2006,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",20.885,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2005,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",15.789,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2004,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",19.468,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2001,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",23.453,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2000,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",18.723,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,1999,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",8.081,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2018,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,56.561,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2017,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,56.113,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2016,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,48.895,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2015,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,48.515,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2014,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,52.128,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2013,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,47.666,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2012,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,44.321,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2011,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,46.536,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2009,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,41.754,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2006,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,42.654,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2005,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,40.06,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2001,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,43.964,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2000,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,44.691,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,1999,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,46.441,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2018,NUM-00013,Share of Female Graduates by Field_Education ,60.711,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2017,NUM-00013,Share of Female Graduates by Field_Education ,59.232,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2016,NUM-00013,Share of Female Graduates by Field_Education ,61.639,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2015,NUM-00013,Share of Female Graduates by Field_Education ,61.727,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2013,NUM-00013,Share of Female Graduates by Field_Education ,49.279,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2012,NUM-00013,Share of Female Graduates by Field_Education ,48.438,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2011,NUM-00013,Share of Female Graduates by Field_Education ,52.441,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2009,NUM-00013,Share of Female Graduates by Field_Education ,50,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2006,NUM-00013,Share of Female Graduates by Field_Education ,47.932,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2005,NUM-00013,Share of Female Graduates by Field_Education ,45.646,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2004,NUM-00013,Share of Female Graduates by Field_Education ,42.281,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2001,NUM-00013,Share of Female Graduates by Field_Education ,42.364,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2000,NUM-00013,Share of Female Graduates by Field_Education ,47.489,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,1999,NUM-00013,Share of Female Graduates by Field_Education ,44.872,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2017,NUM-00013,"Share of Female Graduates by Field_Engineering, manufacturing and construction",17.039,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2016,NUM-00013,"Share of Female Graduates by Field_Engineering, manufacturing and construction",16.638,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2015,NUM-00013,"Share of Female Graduates by Field_Engineering, manufacturing and construction",16.767,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2014,NUM-00013,"Share of Female Graduates by Field_Engineering, manufacturing and construction",17.414,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2013,NUM-00013,"Share of Female Graduates by Field_Engineering, manufacturing and construction",10.56,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2012,NUM-00013,"Share of Female Graduates by Field_Engineering, manufacturing and construction",8.005,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2011,NUM-00013,"Share of Female Graduates by Field_Engineering, manufacturing and construction",11.228,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2009,NUM-00013,"Share of Female Graduates by Field_Engineering, manufacturing and construction",9.447,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2006,NUM-00013,"Share of Female Graduates by Field_Engineering, manufacturing and construction",11.385,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2005,NUM-00013,"Share of Female Graduates by Field_Engineering, manufacturing and construction",10.176,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2004,NUM-00013,"Share of Female Graduates by Field_Engineering, manufacturing and construction",13.08,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2001,NUM-00013,"Share of Female Graduates by Field_Engineering, manufacturing and construction",10.303,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2000,NUM-00013,"Share of Female Graduates by Field_Engineering, manufacturing and construction",12.239,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,1999,NUM-00013,"Share of Female Graduates by Field_Engineering, manufacturing and construction",7.917,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2018,NUM-00013,Share of Female Graduates by Field_Health and welfare,67.138,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2017,NUM-00013,Share of Female Graduates by Field_Health and welfare,62.698,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2016,NUM-00013,Share of Female Graduates by Field_Health and welfare,63.397,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2015,NUM-00013,Share of Female Graduates by Field_Health and welfare,61.969,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2014,NUM-00013,Share of Female Graduates by Field_Health and welfare,64.898,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2013,NUM-00013,Share of Female Graduates by Field_Health and welfare,59.776,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2012,NUM-00013,Share of Female Graduates by Field_Health and welfare,60.618,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2011,NUM-00013,Share of Female Graduates by Field_Health and welfare,58.848,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2009,NUM-00013,Share of Female Graduates by Field_Health and welfare,53.299,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2006,NUM-00013,Share of Female Graduates by Field_Health and welfare,56.25,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2005,NUM-00013,Share of Female Graduates by Field_Health and welfare,58.273,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2004,NUM-00013,Share of Female Graduates by Field_Health and welfare,61.429,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2001,NUM-00013,Share of Female Graduates by Field_Health and welfare,48.066,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2000,NUM-00013,Share of Female Graduates by Field_Health and welfare,44.521,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,1999,NUM-00013,Share of Female Graduates by Field_Health and welfare,46,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2018,NUM-00013,"Share of Female Graduates by Field_Natural Sciences, Mathematics and Statistics",55,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2017,NUM-00013,"Share of Female Graduates by Field_Natural Sciences, Mathematics and Statistics",48.521,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2016,NUM-00013,"Share of Female Graduates by Field_Natural Sciences, Mathematics and Statistics",42.5,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2015,NUM-00013,"Share of Female Graduates by Field_Natural Sciences, Mathematics and Statistics",41.053,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2012,NUM-00013,"Share of Female Graduates by Field_Natural Sciences, Mathematics and Statistics",50.237,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2009,NUM-00013,"Share of Female Graduates by Field_Natural Sciences, Mathematics and Statistics",42.386,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2005,NUM-00013,"Share of Female Graduates by Field_Natural Sciences, Mathematics and Statistics",41.25,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2004,NUM-00013,"Share of Female Graduates by Field_Natural Sciences, Mathematics and Statistics",45.122,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2001,NUM-00013,"Share of Female Graduates by Field_Natural Sciences, Mathematics and Statistics",34.409,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,1999,NUM-00013,"Share of Female Graduates by Field_Natural Sciences, Mathematics and Statistics",39.597,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2018,NUM-00013,"Share of Female Graduates by Field_Science, Technology, Engineering, and Mathematics",28.95,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2017,NUM-00013,"Share of Female Graduates by Field_Science, Technology, Engineering, and Mathematics",25.153,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2016,NUM-00013,"Share of Female Graduates by Field_Science, Technology, Engineering, and Mathematics",22.427,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2015,NUM-00013,"Share of Female Graduates by Field_Science, Technology, Engineering, and Mathematics",23.209,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2012,NUM-00013,"Share of Female Graduates by Field_Science, Technology, Engineering, and Mathematics",17.619,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2011,NUM-00013,"Share of Female Graduates by Field_Science, Technology, Engineering, and Mathematics",18.528,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2009,NUM-00013,"Share of Female Graduates by Field_Science, Technology, Engineering, and Mathematics",16.571,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2005,NUM-00013,"Share of Female Graduates by Field_Science, Technology, Engineering, and Mathematics",13.219,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2004,NUM-00013,"Share of Female Graduates by Field_Science, Technology, Engineering, and Mathematics",21.317,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2001,NUM-00013,"Share of Female Graduates by Field_Science, Technology, Engineering, and Mathematics",15.603,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,1999,NUM-00013,"Share of Female Graduates by Field_Science, Technology, Engineering, and Mathematics",20.051,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2018,NUM-00013,Share of Female Graduates by Field_Services,63.125,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2017,NUM-00013,Share of Female Graduates by Field_Services,65.916,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2016,NUM-00013,Share of Female Graduates by Field_Services,54.198,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2015,NUM-00013,Share of Female Graduates by Field_Services,57.5,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2014,NUM-00013,Share of Female Graduates by Field_Services,60.447,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2013,NUM-00013,Share of Female Graduates by Field_Services,57.61,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2012,NUM-00013,Share of Female Graduates by Field_Services,64.648,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2011,NUM-00013,Share of Female Graduates by Field_Services,69.213,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2009,NUM-00013,Share of Female Graduates by Field_Services,26.796,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2006,NUM-00013,Share of Female Graduates by Field_Services,19.62,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2005,NUM-00013,Share of Female Graduates by Field_Services,14.706,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2004,NUM-00013,Share of Female Graduates by Field_Services,14.437,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2001,NUM-00013,Share of Female Graduates by Field_Services,18.868,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2000,NUM-00013,Share of Female Graduates by Field_Services,16.667,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,1999,NUM-00013,Share of Female Graduates by Field_Services,4.301,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2018,NUM-00013,"Share of Female Graduates by Field_Social Sciences, Journalism and Information",48.043,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2017,NUM-00013,"Share of Female Graduates by Field_Social Sciences, Journalism and Information",50.904,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2016,NUM-00013,"Share of Female Graduates by Field_Social Sciences, Journalism and Information",44.414,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2015,NUM-00013,"Share of Female Graduates by Field_Social Sciences, Journalism and Information",41.87,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2012,NUM-00013,"Share of Female Graduates by Field_Social Sciences, Journalism and Information",44.898,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2009,NUM-00013,"Share of Female Graduates by Field_Social Sciences, Journalism and Information",34.545,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2006,NUM-00013,"Share of Female Graduates by Field_Social Sciences, Journalism and Information",39.216,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2005,NUM-00013,"Share of Female Graduates by Field_Social Sciences, Journalism and Information",44.595,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2004,NUM-00013,"Share of Female Graduates by Field_Social Sciences, Journalism and Information",46.032,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2001,NUM-00013,"Share of Female Graduates by Field_Social Sciences, Journalism and Information",34.783,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,1999,NUM-00013,"Share of Female Graduates by Field_Social Sciences, Journalism and Information",39.13,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2006,NUM-00013,Share of Female Graduates by Field_Unknown or unspecified fields,46.626,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Laos,2001,NUM-00013,Share of Female Graduates by Field_Unknown or unspecified fields,46.448,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2018,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",47.67,,,,
Malaysia,2015,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",52.425,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2014,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",51.972,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2013,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",51.754,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2012,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",54.422,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2011,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",54.596,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2010,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",58.58,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2009,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",62.716,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2008,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",58.132,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2007,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",61.246,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2006,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",76.739,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2004,NUM-00013,"Share of Female Graduates by Field_Agriculture, Forestry, Fisheries and Veterinary",76.447,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2018,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,63.424,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2015,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,59.651,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2014,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,60.939,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2013,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,61.787,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2012,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,52.926,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2011,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,63.757,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2010,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,64.311,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2009,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,67.563,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2008,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,66.339,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2007,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,64.592,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2006,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,63.155,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2004,NUM-00013,Share of Female Graduates by Field_Arts and Humanities,61.023,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
Malaysia,2018,NUM-00013,Share of Female Graduates by Field_Education,69.732,No,,UNESCO Institute for Statistics ,https://genderdata.worldbank.org/en/indicator/se-ter-grad-fe-zs
